Target_std,prior_std,prior_Vol,cut_open,cut_1hr,cut_2hr,cut_3hr,vix_prior_std,vix_cut_open,vix_cut_1hr,vix_cut_2hr,vix_cut_3hr,tqqq_prior_std,tqqq_Vol,tqqq_cut_open,tqqq_cut_1hr,tqqq_cut_2hr,tqqq_cut_3hr
0.6500534982305116,1.0580442291598722,18218.376666666667,351.89,0.6999999999999886,0.9699999999999704,-0.11000000000001364,0.4633834760391971,13.53,0.09999999999999964,0.02999999999999936,-0.16999999999999993,0.3012828961301172,199340.13333333333,46.1,0.05000000000000426,0.17999999999999972,-0.3399999999999963
0.629947820996702,0.9939372379576691,29812.156666666666,375.53,0.8899999999999864,1.75,-0.75,0.10900538575231354,12.55,-0.019999999999999574,-0.02999999999999936,-0.14999999999999858,0.22357058896402662,156363.69333333333,50.4,0.05999999999999517,0.28999999999999915,-0.05000000000000426
0.509282487118287,1.115983746480212,28760.476666666666,383.97,0.8300000000000409,2.830000000000041,2.650000000000034,0.09735913312876912,13.41,-0.27999999999999936,-0.22000000000000064,-0.08000000000000007,0.6510702714206471,206204.08333333334,54.46,0.7100000000000009,1.2700000000000031,1.5500000000000043
0.8134940591483875,1.2383359190395429,18011.023333333334,395.97,0.11000000000001364,-0.049999999999954525,-0.2999999999999545,0.17666143515753627,13.3,0.02000000000000135,0.010000000000001563,-0.03999999999999915,0.3569308584042094,146601.78666666665,55.44,-0.10999999999999943,-0.6300000000000026,-0.75
2.322338031507073,4.712762739734154,156749.59333333332,478.94,2.1299999999999955,-2.8500000000000227,1.920000000000016,0.10806047803856986,13.81,-0.2400000000000002,-0.21999999999999886,-0.10999999999999943,0.6119016760007472,229504.09333333332,57.4,0.3299999999999983,-0.03999999999999915,0.6799999999999997
0.9447167236214941,1.04556123679508,31728.983333333334,470.97,1.8900000000000432,0.4200000000000159,0.4600000000000364,0.046323194576161617,12.93,0.049999999999998934,0.1899999999999995,0.16000000000000014,0.4088087092493067,125810.43666666666,60.41,0.12999999999999545,0.46999999999999886,0.6499999999999986
1.289092922095961,1.6948422837473947,38960.666666666664,476.42,3.160000000000025,3.150000000000034,1.2900000000000205,0.18196454027920989,14.06,0.14000000000000057,0.15000000000000036,0.20000000000000107,0.43834720995707677,170531.20666666667,58.77,0.5200000000000031,0.060000000000002274,0.22000000000000597
0.6726308587626235,2.5119056255748506,25820.69,483.22,-4.949999999999989,-3.769999999999982,-2.6499999999999773,0.1370991375059241,13.66,-0.22000000000000064,-0.20999999999999908,-0.4800000000000004,0.37911708730455684,171930.39333333334,59.67,-0.6199999999999974,-0.29999999999999716,-0.1700000000000017
0.6079756631570549,1.9738711296192022,24297.696666666667,502.26,0.21999999999997044,3.0,2.920000000000016,0.0949525080763323,13.28,-0.22000000000000064,-0.02000000000000135,-0.07000000000000028,0.7359610549957305,160567.42333333334,63.46,0.480000000000004,1.009999999999998,1.3699999999999974
0.9347219739255903,7.068991868885447,29558.81,504.39,2.2299999999999613,-3.590000000000032,-6.259999999999991,0.3887765323264424,14.88,0.030000000000001137,-0.4299999999999997,0.07000000000000028,1.3319587440589575,356821.5833333333,60.91,0.6799999999999997,-0.6600000000000037,-0.7700000000000031
0.7874335752657059,1.7043288174377509,23162.043333333335,483.93,-0.2300000000000182,1.170000000000016,-1.849999999999966,0.37547357414779997,14.48,-0.41000000000000014,-0.7400000000000002,-0.5899999999999999,0.3511638556453322,166578.46666666667,57.71,0.0,0.10000000000000142,-0.5
0.5507992716979114,1.3836375869892596,9426.51,509.45,1.7299999999999613,2.4499999999999886,3.680000000000007,0.11353686148190002,12.93,0.17999999999999972,0.21999999999999886,0.09999999999999964,0.33705370425802766,99536.53333333334,63.02,0.12000000000000455,0.5600000000000023,0.5700000000000003
0.6410426217860867,3.2094854184211563,33453.54666666667,525.24,-1.490000000000009,-3.3899999999999864,-0.20000000000004547,0.3118336456049767,16.22,-0.22000000000000242,0.1999999999999993,0.5999999999999996,0.6602848140571473,183422.91666666666,59.82,-0.7299999999999969,-0.6300000000000026,0.060000000000002274
0.6980389509394782,1.9150749783751628,14261.273333333333,511.62,0.6999999999999886,-2.769999999999982,-5.07000000000005,1.4602620985233685,18.12,-0.05999999999999872,-0.9100000000000001,-0.07000000000000028,0.5785345882383915,203064.58,58.56,0.2600000000000051,-0.39000000000000057,-1.009999999999998
1.5332507875517285,4.426257760895364,30163.843333333334,482.4,-0.20000000000004547,2.669999999999959,-5.180000000000007,0.6900837452454631,18.84,-0.030000000000001137,0.120000000000001,-0.28999999999999915,0.6939177677869379,258605.26666666666,49.89,-0.28000000000000114,0.17999999999999972,-0.9299999999999997
1.362842576250183,2.145083141629703,58593.08666666667,439.4,-0.7900000000000205,0.67999999999995,0.3499999999999659,0.2322532584704854,14.92,-0.17999999999999972,-0.15000000000000036,-0.2900000000000009,0.3923696113725689,147236.23333333334,55.36,-0.4100000000000037,-0.020000000000003126,0.07000000000000028
0.8263405784303156,1.4836978104941503,26645.213333333333,449.81,-0.040000000000020464,-1.839999999999975,-0.7099999999999795,0.3420014696102666,13.61,-0.14000000000000057,-0.15000000000000036,-0.13000000000000078,0.28263940532914955,176429.05666666667,56.9,0.29999999999999716,0.30999999999999517,0.6799999999999997
0.47998699524621313,1.728802025917329,18046.736666666668,474.74,-0.5299999999999727,-0.7199999999999704,2.8000000000000114,0.06269680958393398,12.59,-0.08999999999999986,-0.14000000000000057,-0.16999999999999993,0.2996356018040094,110539.01666666666,59.11,0.20000000000000284,0.13000000000000256,0.0899999999999963
0.6602920323916793,0.7152885300069312,14992.513333333334,469.95,-1.2300000000000182,-1.25,-1.1399999999999864,0.09787775763499096,11.95,-0.27000000000000135,-0.26000000000000156,-0.3000000000000007,0.23317869378011943,79150.43333333333,62.29,-0.509999999999998,-0.6899999999999977,-0.8400000000000034
0.9042249907835812,3.074815085212352,18337.753333333334,477.23,0.4399999999999977,1.330000000000041,-0.3599999999999568,0.26750958573055533,12.0,-0.09999999999999964,-0.14000000000000057,-0.05000000000000071,0.5285950162391472,98851.59666666666,65.63,0.03999999999999204,-0.07000000000000739,0.0
2.032077616185576,3.086811477216442,17271.76,458.63,-0.07999999999998408,3.409999999999968,2.0299999999999727,0.3050814433317257,13.69,-0.5500000000000007,-0.6100000000000012,-1.0200000000000014,0.9574793476761374,147826.37666666668,59.79,-0.3500000000000014,0.6400000000000006,-0.13000000000000256
0.9037537822196821,2.1038037473485103,11221.056666666667,494.0,-4.399999999999977,-4.0400000000000205,-1.920000000000016,0.2535780102731342,12.17,-0.07000000000000028,-0.05000000000000071,-0.040000000000000924,0.4232655815305024,99554.50333333333,67.19,-0.8400000000000034,-0.710000000000008,-0.21999999999999886
0.42321817124789396,1.0548512784373254,9342.32,503.49,0.2400000000000091,1.650000000000034,0.8000000000000114,0.2839391920896343,12.44,-0.3000000000000007,-0.09999999999999964,-0.33999999999999986,0.27073705089005984,86615.91,73.88,-0.020000000000010232,0.5600000000000023,0.45999999999999375
0.43984177441078814,2.2657307399497206,21089.71,495.27,1.6899999999999977,0.20999999999997954,-0.040000000000020464,0.18023551274826768,13.13,-0.019999999999999574,-0.08000000000000007,0.0600000000000005,0.38245125016320053,89904.87333333334,74.68,0.27000000000001023,-0.539999999999992,0.010000000000005116
2.0253438573053564,2.11384800150496,12647.293333333333,512.99,-1.3500000000000227,-1.8999999999999773,-2.7899999999999636,0.06805176790824871,12.42,0.08999999999999986,0.14000000000000057,0.1899999999999995,0.750342823914704,118927.42,74.69,-0.37999999999999545,-0.6099999999999994,-0.960000000000008
1.832716287035223,4.951474703022512,32835.75,535.04,0.8899999999999864,3.990000000000009,1.5499999999999545,0.09768578482061323,12.31,-0.2699999999999996,-0.17999999999999972,-0.009999999999999787,0.5941667915179151,94962.25,81.48,-0.0799999999999983,-0.06999999999999318,0.5499999999999972
1.8567727899525142,2.3956272418362783,30300.726666666666,503.05,-0.37000000000000455,0.21000000000003638,-2.9399999999999977,0.26325095100505264,12.31,-0.019999999999999574,0.13000000000000078,0.07000000000000028,0.8109473237349925,112905.84333333334,82.43,0.3300000000000125,1.2800000000000011,0.4900000000000091
1.0722850686335974,2.647430613203689,23558.093333333334,477.91,-1.3699999999999477,-0.9099999999999682,-2.1299999999999955,0.5520478794347256,16.18,-0.740000000000002,-0.870000000000001,-0.1999999999999993,0.8311708166324356,129418.50333333333,70.93,0.10000000000000853,-0.5299999999999869,-0.539999999999992
0.8019574990061888,2.866036216484883,21593.966666666667,466.4,-3.1899999999999977,-1.2800000000000296,3.359999999999957,0.41634573059568214,16.56,-0.26000000000000156,0.11999999999999744,0.0,0.6998260143708586,154001.24666666667,65.25,-1.019999999999996,-0.4300000000000068,0.7900000000000063
0.9544832121348024,4.070772082383335,36631.35333333333,487.23,-0.2899999999999636,-2.0499999999999545,0.18000000000000682,3.0660462210427326,24.12,-1.6199999999999974,-2.2300000000000004,-1.0799999999999983,0.6613694417355023,231948.90666666668,58.48,0.529999999999994,-0.5400000000000063,0.5599999999999952
0.7735165497157726,2.0133724346870885,20744.053333333333,515.55,-0.2700000000000955,3.7299999999999613,1.5699999999999363,1.078628829232607,20.95,-0.3500000000000014,0.019999999999999574,-1.0600000000000023,0.5555190046690649,138073.10333333333,58.71,-0.6400000000000006,1.0,0.740000000000002
0.5099774174334842,1.3770810140607759,24804.43,528.3,-1.57000000000005,-1.7000000000000455,2.339999999999918,0.287167173122406,14.86,-0.05000000000000071,0.09999999999999964,0.03999999999999915,0.5062358202316695,102064.59,68.76,-0.2599999999999909,-0.009999999999990905,0.8400000000000034
0.6651202664098032,3.8510939533697814,15663.56,527.69,-0.4899999999998954,-0.5799999999999272,-5.17999999999995,0.3855687774488506,15.8,-0.4299999999999997,-0.5599999999999987,-1.1600000000000001,0.6381152737273287,160773.20333333334,70.16,0.28000000000000114,0.9399999999999977,-0.18000000000000682
0.9286911103951985,1.59632134907031,9673.843333333334,518.12,0.16999999999995907,1.490000000000009,0.7799999999999727,0.20168200917128518,14.95,-0.25,-0.5700000000000003,-0.8200000000000003,0.5788173185853118,101293.87333333334,67.29,0.13000000000000966,0.6300000000000097,0.14000000000000057
1.045959045371394,6.354368121542919,19382.866666666665,499.03,-0.82000000000005,-4.03000000000003,-7.930000000000007,1.0349000057706272,21.95,-0.7300000000000004,-0.6000000000000014,-1.7600000000000016,1.2923744185340231,193080.14666666667,56.92,-0.3999999999999986,0.010000000000005116,-0.5399999999999991
0.40984923082751196,1.5417757830557577,13225.463333333333,524.9,-1.4700000000000273,1.7699999999999818,-0.39999999999997726,0.2646066667876795,16.66,-0.019999999999999574,0.39000000000000057,0.030000000000001137,0.3549109816633622,102851.00333333333,67.23,-0.5,0.1600000000000108,-0.06999999999999318
0.8453989816661738,1.959560812396868,21497.68666666667,562.52,-0.42000000000007276,-1.4600000000000364,4.210000000000036,0.18688585661955065,15.98,-0.4800000000000004,0.08000000000000007,0.019999999999999574,0.4140563945670043,107484.67666666667,69.32,-0.5100000000000051,-0.6500000000000057,0.5099999999999909
0.7607850928830657,1.377386566112976,11259.79,568.11,0.12999999999999545,0.75,1.9500000000000455,0.2621715185048332,16.24,-0.1700000000000017,0.24999999999999822,0.4599999999999991,0.40980060817617575,89788.76333333334,71.87,-0.1599999999999966,-0.37999999999999545,-0.5600000000000023
1.2610573412726476,2.5766915440670397,19141.77666666667,591.59,2.7900000000000773,6.480000000000018,7.930000000000064,0.5004353997872405,18.7,-0.5700000000000003,-0.5899999999999999,-0.5600000000000023,0.46177531009383493,126273.56,71.12,-0.01999999999999602,0.4000000000000057,0.8500000000000085
0.9801432033769478,1.373382863779745,12322.286666666667,588.92,1.669999999999959,2.419999999999959,3.599999999999909,0.3014740162016386,20.28,0.07000000000000028,-0.14000000000000057,-0.3299999999999983,0.37856346877176666,82546.12666666666,74.45,0.21000000000000796,0.23000000000000398,0.3200000000000074
1.1015417693683065,1.190187556769989,10780.76,579.31,0.03999999999996362,0.7899999999999636,-1.0500000000000682,0.4756192343877733,18.18,0.10000000000000142,0.0799999999999983,-0.019999999999999574,0.1892107971351272,75491.81666666667,74.87,0.12000000000000455,0.4300000000000068,-0.10999999999999943
0.4706940846752598,1.8737302935406905,15044.41,575.2,-0.8299999999999272,-3.599999999999909,-2.019999999999982,0.4706378549741757,19.95,0.21000000000000085,0.379999999999999,1.370000000000001,0.6313691966118863,140037.04333333333,75.22,-0.28000000000000114,-1.2999999999999972,-1.019999999999996
